TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
148827,21/09/2023,Kashmere Gate,Jasola Vihar,5.49,160.61,81.54,20,Tourist Card,weekend
136396,12/05/2023,Kalkaji Mandir,Central Secretariat,10.89,128.23,25.79,16,Return,off-peak
31742,28/07/2022,   MODEL TOWN   ,Barakhamba Road,3.67,137.39,41.5,26,Smart Card,
84922,28/08/2024,  Kalkaji Mandir ,Rajiv Chowk,14.09,199.64,53.93,21,Smart Card,festival
117018,17/12/2023,  AIIMS ,Inderlok,4.73,115.78,39.11,18,Tourist Card,maintenance
43198,28/04/2023, MODEL TOWN ,Jasola Vihar,5.06,76.65,99.85,22,Smart Card,off-peak
86109,05/06/2024,Chandni Chowk,New Delhi,25.03,36.87,94.24,20,Smart Card,
111393,03/10/2024, Noida City Centre ,New Delhi,10.78,102.15,102.95,15,Smart Card,maintenance
33274,12/04/2024,Model Town,New Delhi,9.9,29,74.47,19,Tourist Card,off-peak
92338,09/10/2023,Central Secretariat,Kalkaji Mandir,9.48,136.12,14.09,15,Tourist Card,maintenance
123362,08/08/2022,  Kashmere Gate ,Kalkaji Mandir,13.54,186.67,103.34,18,Smart Card,festival
73939,16/08/2023,Kirti Nagar,Janakpuri West,3.79,115.56,61.08,18,Tourist Card,festival
57200,25/03/2023,Central Secretariat,Rajiv Chowk,0.52,86.95,52.13,17,Single,peak
87947,12/05/2024,Chandni Chowk,Hauz Khas,13.47,109.44,24.28,22,Single,peak
33755,25/12/2022,  HAUZ KHAS   ,Rajiv Chowk,7.24,35.49,80.48,26,Single,festival
17493,06/10/2024,Pragati Maidan,Rajouri Garden,5.79,127,99.87,25,Return,off-peak
45401,23/01/2022,   Kirti Nagar   ,Shivaji Park,7.46,82.73,20.74,20,Return,maintenance
106605,12/11/2024,   Rajouri Garden   ,Shivaji Park,0.6,111.35,98.4,17,Return,
112858,08/07/2024,Noida City Centre,Shivaji Park,6.13,155.23,80.99,14,Tourist Card,festival
55489,21/05/2024,   MANDI HOUSE   ,Kalkaji Mandir,5.57,86.59,15.82,21,Return,
658,02/02/2023,Netaji Subhash Place,New Delhi,6.91,136.16,38.66,17,Single,festival
53330,14/09/2024,Punjabi Bagh,Central Secretariat,7.01,117.56,75.45,18,Return,
28237,03/12/2024,Chandni Chowk,Shivaji Park,4.28,88.81,61.32,21,Tourist Card,weekend
124786,04/11/2023,Barakhamba Road,Old Delhi,5.01,11.8,110.46,23,Return,peak
110746,15/10/2022,Kirti Nagar,Rajouri Garden,7.78,96.65,107.7,20,Return,off-peak
75575,29/08/2024,   rajiv chowk  ,Central Secretariat,6.72,170.28,47.55,18,Tourist Card,peak
57856,31/05/2022,Kirti Nagar,Chandni Chowk,13.2,34.3,25.4,19,Smart Card,
107618,17/02/2022,Pragati Maidan,Chandni Chowk,20.69,33.05,104.19,21,Smart Card,maintenance
98334,03/11/2023,Netaji Subhash Place,Rajouri Garden,3.37,94.43,110.26,29,Return,maintenance
125449,17/09/2023,   model town   ,Netaji Subhash Place,1.81,173.77,11.67,22,Single,
101957,03/06/2023,Noida City Centre,Rajiv Chowk,3.75,96.55,101.41,31,Tourist Card,
31659,11/05/2022,Rajouri Garden,New Delhi,8,147.75,22.75,22,Smart Card,peak
129716,24/01/2022,  Central Secretariat  ,Kirti Nagar,1.07,107.74,54.56,25,Return,festival
139152,19/03/2024,   Old Delhi ,Kashmere Gate,4.96,139.87,103.27,19,Tourist Card,off-peak
124236,30/12/2024,Noida City Centre,Hauz Khas,16.17,179.67,10.34,21,Return,festival
70661,25/08/2023, Kirti Nagar ,Mandi House,3.06,172.79,36.37,23,Tourist Card,festival
21948,26/08/2023,Inderlok,Rajouri Garden,3.09,79.2,88.55,19,Smart Card,
145452,11/06/2023,Chandni Chowk,Punjabi Bagh,18.58,19.39,88.67,19,Single,festival
60168,12/01/2022,AIIMS,Noida City Centre,8.14,120.95,13.92,17,Tourist Card,off-peak
63353,11/01/2022,New Delhi,Punjabi Bagh,1.27,161.49,76.27,21,Tourist Card,weekend
149712,16/09/2024,Kalkaji Mandir,Dilshad Garden,4.18,95.24,60.76,14,Smart Card,peak
22679,09/01/2024,   Old Delhi   ,Inderlok,1.89,153.73,19.56,30,Return,off-peak
92336,20/08/2024,Noida City Centre,Pragati Maidan,2.08,66.65,69.8,16,Tourist Card,weekend
36432,02/12/2023,Laxmi Nagar,Janakpuri West,1.25,111.55,119.32,21,Single,
62587,19/02/2024,   Pragati Maidan ,Rajouri Garden,4.13,154.73,17.87,20,Single,maintenance
115412,15/06/2022,Pragati Maidan,Central Secretariat,7.62,89.87,9.35,23,Smart Card,peak
77453,02/07/2023,Barakhamba Road,Inderlok,13.79,156.29,48.74,15,Tourist Card,maintenance
105159,19/04/2022, Kirti Nagar ,Pragati Maidan,1.09,194.48,104.73,16,Single,peak
94695,12/01/2023,Shivaji Park,Chandni Chowk,4.73,197.92,46.89,25,Single,weekend
51462,14/08/2023,Janakpuri West,Dilshad Garden,1.95,63.88,110.62,15,Return,maintenance
9350,26/07/2024,Kalkaji Mandir,Kirti Nagar,4.9,86.52,73.9,18,Tourist Card,off-peak
119567,31/05/2024,Kalkaji Mandir,Rajouri Garden,4.07,90.31,6.88,10,Smart Card,
5413,17/03/2024,Kirti Nagar,Rajouri Garden,5.65,98.53,100.19,18,Return,weekend
127199,04/05/2024,Kalkaji Mandir,Model Town,0.9,122.1,19.37,15,Return,off-peak
95742,05/06/2022,Kashmere Gate,Jasola Vihar,6.71,130.53,44.26,18,Single,weekend
2865,24/04/2023,Chandni Chowk,Kirti Nagar,13.52,98.51,22.41,19,Tourist Card,peak
108969,22/09/2024,  model town   ,Jasola Vihar,19.11,26.02,58.74,22,Return,off-peak
81871,23/12/2023,Dilshad Garden,Kashmere Gate,8.4,110.02,102.28,18,Tourist Card,maintenance
106464,04/11/2023,Kashmere Gate,Dilshad Garden,1.05,186.25,80.94,18,Return,weekend
32970,10/06/2024,Central Secretariat,AIIMS,11.96,176.85,79.65,24,Tourist Card,weekend
3699,18/10/2024, AIIMS   ,Pragati Maidan,7.27,99.45,70.66,20,Smart Card,
148460,11/05/2023,   Chandni Chowk   ,Hauz Khas,1.39,109.92,118.19,16,Return,festival
77076,10/12/2023, Mandi House   ,Barakhamba Road,9.42,83.94,29.02,21,Single,festival
30727,26/12/2023,Kashmere Gate,AIIMS,5.05,184.1,37.2,21,Smart Card,maintenance
148531,02/08/2023,   Laxmi Nagar ,Shivaji Park,0.93,30.53,63.02,18,Single,peak
90883,27/05/2022,Inderlok,Central Secretariat,6.4,133.29,65.06,24,Tourist Card,
80242,28/10/2023,  Shivaji Park   ,Kirti Nagar,1.47,64.51,49.29,16,Tourist Card,
29349,20/10/2023,Janakpuri West,Rajiv Chowk,9.26,122.46,60.91,20,Single,
41581,19/12/2022,Mandi House,Kalkaji Mandir,0.53,143.12,93.65,22,Smart Card,maintenance
38811,12/08/2023,Laxmi Nagar,Noida City Centre,2.99,169.73,118.67,11,Return,off-peak
105563,14/07/2022,Inderlok,Shivaji Park,7.93,79.34,24.68,18,Return,maintenance
106255,29/12/2023,New Delhi,Inderlok,3.86,147,24.85,21,Return,weekend
51247,26/06/2023,  Old Delhi   ,Punjabi Bagh,18.16,26.97,32.95,12,Single,festival
27376,26/08/2022,Dilshad Garden,Rajiv Chowk,5.6,115.3,109.99,19,Return,peak
25147,29/08/2022,Hauz Khas,Barakhamba Road,1.26,154.72,30.01,27,Smart Card,off-peak
66453,19/09/2024,Dilshad Garden,Shivaji Park,4.68,178.25,93.28,12,Smart Card,peak
139161,23/08/2022,Old Delhi,Kashmere Gate,3.72,137.54,109.89,16,Smart Card,weekend
104872,19/07/2023, noida city centre  ,Kirti Nagar,14.66,107.9,51.32,31,Tourist Card,weekend
63530,29/03/2024,Rajouri Garden,AIIMS,1.12,135.42,53.64,16,Return,peak
55243,17/06/2024,Laxmi Nagar,New Delhi,2.48,38.38,115.53,12,Return,weekend
58177,09/12/2023,Rajouri Garden,Laxmi Nagar,15.82,24.85,107.92,18,Tourist Card,festival
90396,22/04/2023,Old Delhi,Janakpuri West,0.91,150.78,41.29,23,Return,off-peak
129664,25/06/2023,Inderlok,Dilshad Garden,2.28,91.27,39.18,23,Single,off-peak
7452,24/04/2023,Laxmi Nagar,Pragati Maidan,10.89,197.75,66.71,21,Return,peak
92833,11/12/2024,   New Delhi  ,Dilshad Garden,0.95,68.88,46.32,30,Smart Card,
53302,05/03/2023, Central Secretariat   ,Kirti Nagar,7.89,167.05,65.36,20,Single,
48165,07/01/2022,Rajouri Garden,Kalkaji Mandir,4.97,146.5,45.97,24,Tourist Card,festival
114036,30/06/2022,   central secretariat ,Rajiv Chowk,7.62,25.31,79.14,22,Single,off-peak
23872,21/07/2024, Shivaji Park  ,Laxmi Nagar,1.38,136.49,16.38,13,Smart Card,weekend
25357,21/04/2022,  Dilshad Garden   ,Mandi House,3.1,156.62,5.73,27,Smart Card,weekend
67248,26/08/2022,Kashmere Gate,Janakpuri West,1.05,118.86,41.03,21,Tourist Card,
15768,06/11/2023,Kirti Nagar,Noida City Centre,6.69,187,49.74,23,Single,festival
83093,07/02/2022,Rajiv Chowk,Kashmere Gate,7.12,18.06,38.77,17,Smart Card,off-peak
100330,08/07/2022,Central Secretariat,Chandni Chowk,1.28,164.44,16.68,19,Return,off-peak
102257,11/04/2023, Pragati Maidan ,Rajiv Chowk,2.95,82.24,5.14,17,Smart Card,off-peak
148603,02/04/2022, Punjabi Bagh ,Model Town,5.03,102.97,57.89,26,Smart Card,weekend
36072,20/06/2022,  RAJIV CHOWK ,Old Delhi,0.69,36.48,106.21,21,Return,off-peak
92842,15/11/2022,Kirti Nagar,Jasola Vihar,1.95,178.93,32.75,24,Smart Card,off-peak
76999,03/10/2024,  Barakhamba Road   ,Old Delhi,1.06,190.1,54.39,15,Return,maintenance
17842,11/01/2022,Inderlok,AIIMS,7.02,139.93,54.3,19,Smart Card,peak
14241,01/06/2024,Laxmi Nagar,Kashmere Gate,5.02,54.99,65.66,22,Return,weekend
59286,02/04/2023, Mandi House   ,Kalkaji Mandir,5.66,111.47,114.89,13,Tourist Card,maintenance
136097,27/09/2023,  Model Town   ,New Delhi,2.59,30.51,37.34,21,Single,weekend
144223,23/11/2024,Rajouri Garden,Janakpuri West,2.53,115.17,64.69,30,Single,maintenance
49990,22/03/2024,Shivaji Park,Netaji Subhash Place,4.7,199.59,13.91,19,Tourist Card,festival
41144,10/09/2023,   Pragati Maidan   ,Kalkaji Mandir,12.85,162.59,76.4,26,Return,weekend
63240,19/11/2023,Pragati Maidan,Netaji Subhash Place,11.48,166.57,79.85,20,Single,
144295,03/01/2024, Noida City Centre ,Netaji Subhash Place,7.3,80.61,29.32,16,Return,
12099,24/03/2024, Barakhamba Road   ,Kashmere Gate,1.98,133.31,88.72,23,Smart Card,
6979,24/04/2024, Rajouri Garden   ,Netaji Subhash Place,4.8,62.63,38.55,12,Return,festival
125210,25/10/2022,   Chandni Chowk  ,Kashmere Gate,5.04,149.43,83.37,21,Tourist Card,weekend
127491,13/06/2023,Laxmi Nagar,Pragati Maidan,7.97,22.92,98.61,16,Single,maintenance
58913,02/12/2024, Inderlok   ,Jasola Vihar,4.24,129.33,69.14,19,Single,off-peak
17923,07/09/2023,Model Town,Kashmere Gate,2.3,193.98,31.99,19,Return,off-peak
45927,13/05/2022,Kashmere Gate,Barakhamba Road,0.77,106.45,62.56,19,Single,off-peak
68636,06/02/2024,Jasola Vihar,Noida City Centre,5.81,120.32,30.36,16,Tourist Card,maintenance
20187,01/08/2022,Inderlok,AIIMS,0.84,178.41,39.15,33,Smart Card,
128212,03/04/2023,AIIMS,Rajiv Chowk,1.62,161.98,17.91,23,Tourist Card,festival
4949,31/05/2024,Dilshad Garden,Noida City Centre,1.06,53.6,22.49,12,Tourist Card,off-peak
10649,22/12/2024,   Punjabi Bagh  ,Pragati Maidan,2.35,46,21.27,22,Single,maintenance
139614,14/12/2023,Inderlok,Jasola Vihar,30.95,67.59,10.89,17,Return,
62061,18/09/2023,Dilshad Garden,Rajouri Garden,1.07,195.4,66.47,16,Tourist Card,off-peak
97054,28/01/2024, Hauz Khas  ,Kalkaji Mandir,5.74,84.69,87.95,29,Smart Card,festival
138684,25/07/2023,Shivaji Park,Model Town,4.45,108.45,67.82,15,Smart Card,weekend
90249,22/08/2024,Dilshad Garden,Chandni Chowk,6.3,187.63,47.78,24,Return,peak
58289,05/09/2024,Shivaji Park,Old Delhi,3.08,54.19,108.55,21,Return,
55603,20/08/2024,Dilshad Garden,Hauz Khas,5.87,100.63,92.37,18,Return,maintenance
73105,07/03/2022,Rajouri Garden,Kalkaji Mandir,9.69,143.76,98.11,25,Return,off-peak
33467,19/10/2022,   NEW DELHI  ,Kirti Nagar,11.09,146.16,63.44,18,Single,festival
2594,24/07/2023,Punjabi Bagh,Old Delhi,0.61,119.95,14.17,19,Smart Card,festival
113240,03/03/2022,Chandni Chowk,Central Secretariat,3.46,183.87,92.44,22,Tourist Card,maintenance
11525,17/09/2023,   Noida City Centre   ,Mandi House,1.19,39.06,105.21,22,Return,maintenance
134695,20/05/2023,Chandni Chowk,Hauz Khas,1.09,183.82,19.14,23,Smart Card,
127970,12/11/2023,Model Town,Noida City Centre,11.72,95.7,41.36,14,Single,off-peak
18893,30/06/2023,Inderlok,Shivaji Park,6.05,101.93,45.81,10,Return,off-peak
101031,27/02/2022,   Laxmi Nagar  ,Chandni Chowk,10.61,174.12,107.54,20,Smart Card,festival
42025,28/01/2024,Dilshad Garden,New Delhi,18.18,84.52,50.26,23,Single,weekend
23791,30/06/2022,Jasola Vihar,Netaji Subhash Place,2.02,188.22,76.66,24,Single,
68734,15/03/2024,Model Town,Punjabi Bagh,3.33,163.14,37.6,26,Single,festival
61106,10/09/2024,Central Secretariat,Rajiv Chowk,1,106.25,86.97,17,,
95428,23/01/2022,   Hauz Khas   ,Kashmere Gate,11.26,10.33,10.67,19,Tourist Card,festival
115670,02/12/2023,  Pragati Maidan   ,Punjabi Bagh,9.94,166.4,72.79,19,Tourist Card,festival
136544,02/12/2023,Noida City Centre,Janakpuri West,1.05,44.35,61.24,26,Smart Card,festival
105278,13/03/2023,Punjabi Bagh,Central Secretariat,8.22,55.08,60.5,20,Smart Card,off-peak
116241,29/03/2022,Inderlok,Noida City Centre,3.67,144.11,56.32,13,Single,festival
115841,25/11/2024,Central Secretariat,Barakhamba Road,1.29,128.99,85.72,18,Return,peak
126274,18/06/2024,Rajiv Chowk,Laxmi Nagar,5.49,46.54,112.05,21,Single,off-peak
32507,08/04/2022,Old Delhi,Jasola Vihar,2.47,100.77,41.44,18,Return,maintenance
116038,05/05/2022,  New Delhi  ,Rajouri Garden,1.81,37.49,45.26,23,Smart Card,off-peak
87928,15/05/2024,Punjabi Bagh,Laxmi Nagar,1.37,130.67,41.39,19,Tourist Card,maintenance
148134,17/03/2024,Kashmere Gate,Punjabi Bagh,1,99.67,45.51,19,Return,weekend
89126,25/02/2023,Old Delhi,Barakhamba Road,15.19,33.14,88.11,28,Tourist Card,
55089,19/08/2022,  rajouri garden   ,Shivaji Park,13.52,160.2,71.41,15,Smart Card,peak
58312,22/12/2022,Hauz Khas,Rajiv Chowk,3.96,161.32,57.67,23,Tourist Card,maintenance
71404,02/04/2022,Noida City Centre,Dilshad Garden,1.06,161.97,47.13,13,Return,off-peak
19442,29/09/2023,Dilshad Garden,Model Town,0.68,100.51,105.75,23,Return,off-peak
57581,01/08/2024,Old Delhi,Chandni Chowk,3.29,127.29,47.41,20,Tourist Card,
10614,17/01/2023,Kalkaji Mandir,Noida City Centre,3.01,108.52,45.74,13,Smart Card,off-peak
144503,14/07/2023,   OLD DELHI  ,Chandni Chowk,7.91,172.02,25.2,21,Return,off-peak
27522,30/08/2024,Kirti Nagar,Rajouri Garden,1.71,85.32,64.73,25,Single,peak
58984,06/04/2023, barakhamba road   ,Mandi House,1.84,49.87,74.66,31,Single,weekend
23976,17/06/2024,New Delhi,Chandni Chowk,0.94,10.74,55.15,16,Return,maintenance
45579,03/10/2023,Dilshad Garden,Rajiv Chowk,4,73.3,117.25,14,Smart Card,off-peak
46393,21/10/2024, Old Delhi ,Jasola Vihar,4.34,139.06,103.36,24,Smart Card,off-peak
31144,15/07/2022,Old Delhi,Hauz Khas,4.53,138.92,12.96,24,Smart Card,maintenance
99371,06/11/2024, Janakpuri West   ,Punjabi Bagh,1.61,184.68,92.79,16,Smart Card,
124277,26/04/2023,  Hauz Khas   ,Netaji Subhash Place,13.87,26.33,65.5,16,Smart Card,off-peak
19232,24/07/2022,Old Delhi,Kirti Nagar,2.97,48.11,98.88,17,Single,off-peak
137644,13/10/2022,New Delhi,Barakhamba Road,0.59,50.73,86.76,21,Tourist Card,weekend
112929,21/10/2024,Kalkaji Mandir,Rajouri Garden,8.83,31.16,113.28,21,Single,peak
139263,09/01/2022,Central Secretariat,Kashmere Gate,2.01,150.12,113.21,15,Smart Card,
83270,06/03/2022, Chandni Chowk   ,Hauz Khas,1.54,13.97,111.91,20,Return,peak
133250,13/05/2024,Kalkaji Mandir,Kirti Nagar,1.55,20.01,32.96,21,Tourist Card,weekend
87168,24/09/2022,Janakpuri West,Kirti Nagar,5.81,162.05,22.12,15,Tourist Card,peak
30120,09/07/2022,   Kashmere Gate   ,Chandni Chowk,1.29,88.03,35.82,14,Single,peak
124425,15/05/2023,Inderlok,Noida City Centre,0.77,128.28,69.01,20,Tourist Card,off-peak
72879,11/11/2023,Rajiv Chowk,New Delhi,9.26,67.77,107.8,19,Tourist Card,peak
93863,25/10/2023,Dilshad Garden,Model Town,7.68,74.64,76.44,29,Tourist Card,maintenance
7986,06/05/2024,Kalkaji Mandir,Rajiv Chowk,14.27,68.9,40.47,20,Tourist Card,weekend
51614,24/10/2022,Noida City Centre,Barakhamba Road,23.73,83.85,44.65,10,Tourist Card,festival
92043,18/12/2023,Janakpuri West,Barakhamba Road,1.05,31.98,67.88,13,Tourist Card,
119899,10/04/2024,   AIIMS  ,Pragati Maidan,4.95,93.22,37.21,30,Tourist Card,
52394,26/01/2023,Barakhamba Road,Central Secretariat,9.89,53.63,95.24,24,Tourist Card,off-peak
75694,19/06/2022,AIIMS,Rajiv Chowk,5.32,88.04,84.08,18,Tourist Card,peak
19236,12/06/2023,Mandi House,Dilshad Garden,2.56,42.07,30.67,20,Single,maintenance
127910,20/02/2023,Hauz Khas,Jasola Vihar,4.12,102.95,110.05,13,Single,off-peak
88239,19/07/2023,Kashmere Gate,Pragati Maidan,4.52,161.34,109.11,19,Return,maintenance
137545,08/09/2024,  Rajouri Garden   ,Model Town,9.68,97.52,70.83,17,Single,off-peak
106064,20/11/2023,Old Delhi,Noida City Centre,6.84,141.91,27.8,22,Single,off-peak
84329,28/04/2022,Mandi House,Jasola Vihar,14.94,35.46,38.96,19,Smart Card,festival
28390,07/09/2022,Kashmere Gate,Model Town,1.96,117.21,9.94,20,Single,festival
15003,09/09/2023,Central Secretariat,Rajouri Garden,1.75,86.84,99.08,20,Return,maintenance
45700,21/10/2024,  Noida City Centre   ,Shivaji Park,2.23,36.94,104.37,21,Smart Card,peak
85635,01/09/2023,Model Town,Chandni Chowk,3.86,57.2,47.96,24,Return,weekend
60772,16/08/2022,Model Town,Inderlok,11.52,149.35,11.38,16,Tourist Card,
97255,15/03/2024,Model Town,Noida City Centre,3.96,125.62,93.8,15,Return,festival
11679,08/08/2023,   JASOLA VIHAR  ,Punjabi Bagh,7.96,148.94,93.69,21,Return,weekend
98290,03/07/2024,Laxmi Nagar,Kashmere Gate,2.54,180.85,58.37,23,Return,maintenance
16470,18/09/2022,Dilshad Garden,Netaji Subhash Place,0.61,76.08,27.76,19,Return,off-peak
52577,22/05/2023,  Punjabi Bagh   ,Rajiv Chowk,1.81,112.85,8.56,25,Return,maintenance
38952,09/11/2024,Punjabi Bagh,Model Town,0.73,81.82,62.79,17,Smart Card,maintenance
67961,14/04/2022,  Kashmere Gate  ,Noida City Centre,1.17,92.98,116.35,20,Single,weekend
108682,03/03/2023,Punjabi Bagh,Rajiv Chowk,3.09,63.09,20.85,20,Single,weekend
45266,05/11/2024,AIIMS,Hauz Khas,2.25,17.65,8.68,19,Tourist Card,
22608,29/12/2024, BARAKHAMBA ROAD ,Rajiv Chowk,21.93,69.76,81.85,23,Tourist Card,off-peak
30690,30/03/2024, aiims   ,Rajouri Garden,5.32,37,65.92,25,Return,
29488,30/07/2024,Barakhamba Road,Central Secretariat,3.96,115.85,112.51,22,Tourist Card,off-peak
92136,17/03/2024,Rajiv Chowk,Kalkaji Mandir,1.96,135.42,117.24,16,Single,peak
55672,23/11/2023,Mandi House,Old Delhi,2.78,113.56,48.77,13,Single,peak
103445,05/06/2023,Netaji Subhash Place,Model Town,6.05,69.51,15.34,16,Return,festival
115921,05/09/2022, Dilshad Garden ,Punjabi Bagh,13.31,43.31,19.03,21,Return,off-peak
47694,10/11/2024,Dilshad Garden,Kalkaji Mandir,9.2,198.52,11.75,20,Tourist Card,
733,30/12/2023,   Pragati Maidan  ,Old Delhi,0.99,164.84,110.88,21,Tourist Card,weekend
16622,11/06/2024,Netaji Subhash Place,Kirti Nagar,1.86,98.61,85.65,16,Return,festival
107692,13/10/2023,Netaji Subhash Place,Central Secretariat,1.21,121.9,29.35,26,Return,maintenance
106530,22/09/2024,Kashmere Gate,Laxmi Nagar,7.85,57.12,27.55,26,Smart Card,maintenance
30974,16/06/2022,Pragati Maidan,Janakpuri West,2.4,40.08,79.52,17,Return,festival
101263,02/09/2023,Hauz Khas,Laxmi Nagar,3.12,184.61,7.21,21,Single,maintenance
36574,17/10/2024, Rajiv Chowk  ,Mandi House,1.6,123.17,45.92,15,Single,festival
26349,16/10/2024,Old Delhi,Shivaji Park,5.66,128.68,76.99,19,Single,off-peak
86947,22/11/2022,Old Delhi,Chandni Chowk,6.14,107.83,36.39,24,Return,festival
39006,02/03/2023,Jasola Vihar,Noida City Centre,4.09,172.29,77.41,20,Return,maintenance
14385,27/06/2024,Model Town,Kirti Nagar,1.52,173.52,84.3,19,Return,off-peak
113506,02/06/2023,Mandi House,Model Town,0.55,153.71,24.13,24,Smart Card,
111630,14/10/2022, Kashmere Gate   ,Barakhamba Road,5.38,79.86,32.38,21,Smart Card,festival
139365,13/10/2022,Central Secretariat,Barakhamba Road,6.05,98.87,15.54,24,Return,maintenance
54070,20/07/2024,Rajiv Chowk,Model Town,1.89,59.14,112.38,25,Single,maintenance
89399,16/05/2024,Rajouri Garden,Pragati Maidan,4.4,107.48,118.02,17,Return,
60434,20/08/2023, NETAJI SUBHASH PLACE   ,Janakpuri West,3.95,68.99,86.45,20,Smart Card,off-peak
137809,31/12/2022, AIIMS ,Kashmere Gate,0.51,110.5,111.34,22,Return,off-peak
56548,09/06/2023,New Delhi,Noida City Centre,3.26,199.44,72.6,21,Single,
100708,11/05/2024,Central Secretariat,AIIMS,4.01,183.36,78.98,21,Return,maintenance
46522,12/08/2023,Inderlok,Rajouri Garden,1.21,115.31,34.88,20,Smart Card,peak
95065,17/01/2023,Central Secretariat,Old Delhi,6.87,32.1,81.96,32,Return,peak
13750,22/08/2022,Kirti Nagar,Kalkaji Mandir,2.79,85.83,38.06,18,Smart Card,
130791,28/12/2022,Mandi House,Noida City Centre,4.44,128.79,76.47,,Return,maintenance
42340,16/07/2023,Inderlok,Old Delhi,13.96,132,29.05,20,Return,peak
93541,04/11/2023,Inderlok,Old Delhi,5.66,173.25,64.39,23,Smart Card,weekend
7775,01/01/2023,Jasola Vihar,Rajouri Garden,0.69,71.64,115.48,21,Smart Card,weekend
10803,15/03/2022,Chandni Chowk,Mandi House,3.49,164.6,66.88,25,Smart Card,off-peak
123388,03/11/2023,New Delhi,Janakpuri West,4.58,35.88,100.4,24,Smart Card,festival
146807,13/02/2023,Janakpuri West,Mandi House,19.2,158.25,58.39,26,Smart Card,festival
117523,15/11/2022,Pragati Maidan,Rajiv Chowk,12.5,198.95,107.41,20,Single,
95393,22/03/2023,Jasola Vihar,Janakpuri West,4.36,104.67,107.96,19,Tourist Card,festival
116240,15/03/2022,Barakhamba Road,Model Town,3.85,84.16,112.99,22,Return,peak
19989,17/09/2022,Central Secretariat,AIIMS,2.94,50.47,60.19,15,Return,
71090,31/12/2022,Netaji Subhash Place,Barakhamba Road,4.98,21.69,16,15,Single,
7893,27/05/2024,Rajiv Chowk,Kalkaji Mandir,10.27,147.85,7.53,25,Return,
119639,14/12/2024,  Shivaji Park  ,Rajouri Garden,3.65,190.39,70.83,19,Tourist Card,off-peak
54103,26/05/2022,New Delhi,Rajiv Chowk,2.35,11.71,119.07,19,Smart Card,peak
27995,28/07/2024,AIIMS,Netaji Subhash Place,2.25,180.76,16.33,16,Single,weekend
138590,02/11/2023,Shivaji Park,Model Town,4.22,126.03,98.54,16,Single,festival
31436,24/08/2022,Janakpuri West,New Delhi,6.54,83.3,38.26,20,Smart Card,off-peak
61529,02/11/2024,Chandni Chowk,Mandi House,1.62,166.4,75.32,14,Return,maintenance
146187,09/11/2023,Barakhamba Road,Jasola Vihar,0.62,59.5,37.65,22,Smart Card,peak
144544,04/08/2024,Chandni Chowk,Hauz Khas,1.35,54.64,115.17,18,Smart Card,
91826,23/01/2022,Mandi House,Pragati Maidan,3.12,188.51,79.73,26,Return,weekend
79681,28/11/2023,Chandni Chowk,Rajiv Chowk,3.11,198.86,81.39,23,Smart Card,weekend
129847,27/09/2024,New Delhi,Rajouri Garden,2.77,106.56,61.69,16,Return,weekend
2151,03/01/2023,Pragati Maidan,Model Town,10.97,116.27,103.85,12,Tourist Card,weekend
57356,10/11/2024,   Chandni Chowk  ,Kalkaji Mandir,6.29,189.04,43.57,21,Tourist Card,off-peak
108047,05/12/2024, Mandi House ,Noida City Centre,11.07,120.27,89.64,18,Tourist Card,off-peak
111156,13/04/2022,Netaji Subhash Place,Rajiv Chowk,2.66,133.83,50.19,24,Tourist Card,weekend
123455,22/08/2023,Model Town,Dilshad Garden,1.76,44.39,84.89,18,Single,
110684,27/06/2023,Noida City Centre,Mandi House,9.67,94,102.65,22,Tourist Card,maintenance
23600,17/01/2023,Mandi House,Rajiv Chowk,4.19,178.63,110.05,19,Single,weekend
53987,10/08/2022, Central Secretariat   ,Noida City Centre,15.4,172.98,99.55,13,Single,off-peak
40904,03/08/2022,Kalkaji Mandir,Chandni Chowk,1.02,105.35,19.16,24,Single,weekend
121721,11/10/2023,   Central Secretariat ,Laxmi Nagar,11.35,37.61,84.78,21,Return,off-peak
137684,17/11/2023,Jasola Vihar,Rajiv Chowk,0.98,136.02,70.97,21,Smart Card,off-peak
43178,25/05/2022,Kalkaji Mandir,Pragati Maidan,5.66,108.18,50.27,15,Tourist Card,
109306,21/06/2022, Inderlok   ,Model Town,5.1,44.58,85.69,22,Single,peak
45192,14/08/2023,  Central Secretariat ,Barakhamba Road,2.22,13.87,117.22,20,Return,weekend
131805,30/04/2024,Mandi House,Model Town,16.1,161.48,12.25,18,Return,peak
32899,06/12/2024,Mandi House,Kalkaji Mandir,8.67,102.87,64.87,23,Return,
72272,10/03/2023,Pragati Maidan,Hauz Khas,0.52,65.08,112.72,27,Return,weekend
121292,07/03/2022,Netaji Subhash Place,Inderlok,4.39,173.72,60.62,21,,festival
7831,08/08/2022,Kalkaji Mandir,Mandi House,4.09,69.6,100.16,16,Smart Card,festival
61291,22/08/2022, JASOLA VIHAR ,Shivaji Park,1.32,36.33,28.99,26,Smart Card,off-peak
129629,01/03/2023,  Kashmere Gate ,Barakhamba Road,7.5,91.35,22.7,21,Smart Card,
66535,28/12/2023, Dilshad Garden  ,Central Secretariat,0.83,65.98,96.84,13,Smart Card,weekend
